2018-01-02,871000,885000,870000,885000,93587
2018-01-03,876000,884000,864000,871000,84790
2018-01-04,879000,897000,873000,893000,130112
2018-01-05,893000,918000,880000,908000,136811
2018-01-08,915000,953000,908000,950000,196338
2018-01-09,944000,952000,933000,944000,78027
2018-01-10,943000,975000,927000,928000,120097
2018-01-11,928000,934000,909000,917000,93854
2018-01-12,920000,930000,901000,909000,89414
2018-01-15,917000,925000,911000,921000,59200
2018-01-16,919000,924000,893000,903000,95302
2018-01-17,903000,906000,888000,888000,107026
2018-01-18,893000,906000,893000,903000,90308
2018-01-19,905000,907000,880000,881000,100565
2018-01-22,884000,893000,882000,893000,75543
2018-01-23,899000,899000,884000,889000,80475
2018-01-24,889000,889000,870000,878000,118121
2018-01-25,878000,922000,867000,913000,169190
2018-01-26,913000,929000,910000,927000,111369
2018-01-29,923000,948000,922000,932000,102916
2018-01-30,928000,950000,923000,931000,102118
2018-01-31,933000,945000,910000,910000,125184
2018-02-01,910000,932000,909000,923000,80607
2018-02-02,930000,932000,902000,905000,82151
2018-02-05,905000,905000,877000,879000,96967
2018-02-06,864000,878000,838000,851000,154539
2018-02-07,870000,872000,840000,843000,95763
2018-02-08,860000,860000,842000,843000,102950
2018-02-09,817000,830000,806000,808000,158070
2018-02-12,817000,817000,798000,800000,190743
2018-02-13,813000,822000,803000,805000,137025
2018-02-14,812000,819000,808000,811000,74164
2018-02-19,830000,830000,815000,820000,83337
2018-02-20,818000,818000,804000,807000,67201
2018-02-21,810000,836000,809000,833000,141568
2018-02-22,831000,837000,819000,827000,72242
2018-02-23,831000,842000,820000,829000,70864
2018-02-26,834000,834000,808000,810000,127128
2018-02-27,810000,813000,801000,804000,142978
2018-02-28,808000,818000,802000,803000,390265
2018-03-02,794000,800000,772000,786000,217305
2018-03-05,786000,790000,779000,779000,79122
2018-03-06,786000,800000,782000,796000,78012
2018-03-07,804000,805000,791000,795000,72110
2018-03-08,798000,799000,791000,799000,79218
2018-03-09,803000,814000,797000,802000,85805
2018-03-12,808000,815000,804000,806000,69011
2018-03-13,806000,826000,803000,820000,121223
2018-03-14,813000,814000,801000,809000,75328
2018-03-15,813000,824000,807000,820000,68305
2018-03-16,816000,817000,797000,801000,143598
2018-03-19,801000,802000,782000,785000,120014
2018-03-20,777000,796000,774000,795000,88391
2018-03-21,795000,798000,792000,794000,84913
2018-03-22,799000,805000,798000,803000,67346
2018-03-23,788000,792000,780000,783000,97868
2018-03-26,778000,790000,777000,789000,55239
2018-03-27,800000,800000,786000,789000,56632
2018-03-28,787000,793000,777000,784000,52460
2018-03-29,784000,790000,778000,786000,67560
2018-03-30,794000,799000,786000,792000,57761
2018-04-02,783000,792000,782000,785000,79620
2018-04-03,798000,799000,780000,785000,68203
2018-04-04,782000,786000,747000,754000,165929
2018-04-05,764000,779000,762000,779000,94462
2018-04-06,776000,782000,766000,770000,76814
2018-04-09,769000,774000,764000,774000,58079
2018-04-10,771000,783000,769000,775000,79128
2018-04-11,772000,781000,769000,771000,61650
2018-04-12,769000,771000,755000,757000,111805
2018-04-13,758000,766000,753000,764000,68271
2018-04-16,765000,765000,750000,751000,78420
2018-04-17,754000,758000,745000,748000,88425
2018-04-18,751000,758000,750000,752000,83269
2018-04-19,742000,748000,734000,738000,124519
2018-04-20,738000,745000,726000,728000,95897
2018-04-23,727000,738000,727000,735000,62432
2018-04-24,735000,735000,722000,725000,99598
2018-04-25,726000,751000,724000,743000,123783
2018-04-26,732000,746000,725000,725000,214225
2018-04-27,725000,727000,712000,716000,209837
