2018-07-10,144000,145000,143000,143500,49584
2018-07-11,143500,146000,143000,144500,76540
2018-07-12,145000,145500,142500,143500,146227
2018-07-13,144000,149500,144000,148500,71379
2018-07-16,148500,149500,147000,148000,50067
2018-07-17,147500,149000,145000,147500,44002
2018-07-18,147500,148000,144000,144500,41872
2018-07-19,144500,146500,138500,139000,65776
2018-07-20,139500,142500,139000,142500,53878
2018-07-23,143500,144500,142500,143000,54627
2018-07-24,144000,144000,142000,143000,32779
2018-07-25,143000,147000,140500,141000,68697
2018-07-26,142500,144000,139000,140000,65457
2018-07-27,140500,140500,138000,138500,66165
2018-07-30,138500,140000,136000,138000,74640
2018-07-31,137500,140500,137500,140500,58803
2018-08-01,140500,142500,140000,141000,44916
2018-08-02,140000,143500,140000,140500,47908
2018-08-03,140500,141500,139500,140500,40125
