2018-01-02,2569000,2570000,2539000,2551000,169485
2018-01-03,2627000,2628000,2571000,2581000,200270
2018-01-04,2606000,2609000,2532000,2554000,233909
2018-01-05,2565000,2606000,2560000,2606000,189623
2018-01-08,2620000,2626000,2575000,2601000,167673
2018-01-09,2573000,2586000,2499000,2520000,360272
2018-01-10,2525000,2526000,2432000,2442000,371336
2018-01-11,2410000,2463000,2401000,2412000,502476
2018-01-12,2412000,2424000,2338000,2410000,545409
2018-01-15,2440000,2449000,2396000,2427000,201920
2018-01-16,2438000,2507000,2431000,2500000,407793
2018-01-17,2501000,2501000,2453000,2481000,221061
2018-01-18,2501000,2532000,2491000,2495000,296977
2018-01-19,2519000,2519000,2452000,2466000,184399
2018-01-22,2432000,2434000,2398000,2412000,250418
2018-01-23,2433000,2458000,2415000,2458000,270654
2018-01-24,2443000,2485000,2428000,2467000,191010
2018-01-25,2461000,2518000,2458000,2513000,223207
2018-01-26,2525000,2539000,2492000,2539000,207002
2018-01-29,2560000,2574000,2545000,2561000,236776
2018-01-30,2522000,2532000,2489000,2490000,245691
2018-01-31,2501000,2707000,2480000,2495000,1293626
2018-02-01,2531000,2548000,2486000,2491000,552189
2018-02-02,2469000,2470000,2385000,2385000,585207
2018-02-05,2325000,2416000,2300000,2396000,567158
2018-02-06,2330000,2396000,2329000,2371000,388129
2018-02-07,2412000,2413000,2290000,2290000,468961
2018-02-08,2306000,2331000,2299000,2300000,465021
2018-02-09,2222000,2259000,2221000,2235000,349300
2018-02-12,2255000,2316000,2252000,2286000,315099
2018-02-13,2310000,2403000,2310000,2377000,378465
2018-02-14,2404000,2455000,2397000,2450000,378118
2018-02-19,2490000,2490000,2393000,2419000,307069
2018-02-20,2402000,2408000,2361000,2370000,202452
2018-02-21,2364000,2379000,2342000,2364000,257604
2018-02-22,2363000,2363000,2338000,2338000,177399
2018-02-23,2338000,2390000,2338000,2361000,248466
2018-02-26,2364000,2378000,2354000,2369000,191213
2018-02-27,2418000,2419000,2369000,2369000,196611
2018-02-28,2369000,2405000,2350000,2353000,303247
2018-03-02,2329000,2340000,2300000,2301000,265310
2018-03-05,2291000,2308000,2254000,2260000,282019
2018-03-06,2296000,2355000,2291000,2351000,308467
2018-03-07,2410000,2445000,2361000,2431000,428541
2018-03-08,2460000,2474000,2404000,2460000,389273
2018-03-09,2472000,2527000,2462000,2487000,286088
2018-03-12,2528000,2539000,2479000,2487000,173779
2018-03-13,2538000,2583000,2518000,2583000,401974
2018-03-14,2551000,2600000,2550000,2588000,254265
2018-03-15,2600000,2601000,2551000,2577000,177649
2018-03-16,2561000,2571000,2512000,2557000,243698
2018-03-19,2531000,2567000,2522000,2537000,164377
2018-03-20,2535000,2560000,2505000,2560000,163865
2018-03-21,2589000,2589000,2553000,2553000,178104
2018-03-22,2553000,2589000,2552000,2589000,169082
2018-03-23,2517000,2536000,2480000,2486000,297099
2018-03-26,2471000,2514000,2452000,2514000,201155
2018-03-27,2516000,2523000,2454000,2499000,237480
2018-03-28,2455000,2455000,2417000,2435000,303189
2018-03-29,2435000,2478000,2416000,2452000,201340
2018-03-30,2454000,2495000,2454000,2461000,155542
2018-04-02,2450000,2461000,2425000,2427000,142313
2018-04-03,2394000,2407000,2364000,2406000,255365
2018-04-04,2408000,2413000,2346000,2346000,247684
2018-04-05,2370000,2469000,2367000,2437000,264912
2018-04-06,2400000,2429000,2370000,2420000,250654
2018-04-09,2413000,2472000,2410000,2460000,199008
2018-04-10,2427000,2461000,2402000,2444000,219687
2018-04-11,2495000,2495000,2430000,2443000,201022
2018-04-12,2472000,2472000,2444000,2450000,249325
2018-04-13,2480000,2509000,2470000,2490000,205566
2018-04-16,2516000,2530000,2493000,2517000,157549
2018-04-17,2512000,2527000,2491000,2499000,155440
2018-04-18,2550000,2568000,2529000,2568000,269252
2018-04-19,2600000,2649000,2577000,2639000,343811
2018-04-20,2590000,2613000,2571000,2581000,235220
2018-04-23,2550000,2604000,2550000,2595000,232380
2018-04-24,2592000,2593000,2504000,2523000,315406
2018-04-25,2461000,2525000,2461000,2520000,332292
2018-04-26,2521000,2608000,2520000,2607000,360931
2018-04-27,2669000,2682000,2622000,2650000,606216
2018-04-30,0,0,0,2650000,0
2018-05-02,0,0,0,2650000,0
2018-05-03,0,0,0,2650000,0
2018-05-04,53000,53900,51800,51900,39565391
2018-05-08,52600,53200,51900,52600,23104720
2018-05-09,52600,52800,50900,50900,16128305
2018-05-10,51700,51700,50600,51600,13905263
2018-05-11,52000,52200,51200,51300,10314997
2018-05-14,51000,51100,49900,50100,14909272
2018-05-15,50200,50400,49100,49200,18709146
2018-05-16,49200,50200,49150,49850,15918683
2018-05-17,50300,50500,49400,49400,10365440
2018-05-18,49900,49900,49350,49500,6706570
2018-05-21,49650,50200,49100,50000,9020998
2018-05-23,50600,52000,50400,51800,17095490
2018-05-24,52000,52000,51100,51400,8289275
2018-05-25,51000,52800,50800,52700,15207266
2018-05-28,52500,53000,52000,52300,9787820
2018-05-29,52200,52500,51300,51300,8480437
2018-05-30,51300,51500,49100,49500,20498098
2018-05-31,50400,50800,49850,50700,63491109
2018-06-01,50500,51700,49950,51300,13038499
2018-06-04,50800,51200,50700,51100,9767171
2018-06-05,51100,51400,50400,51300,9144100
2018-06-07,51800,51800,50500,50600,13590016
2018-06-08,50200,50400,49600,49650,16951706
2018-06-11,49750,50300,49350,49900,10571312
2018-06-12,49700,49800,49250,49400,12110569
2018-06-14,49000,49000,48200,48200,20971729
2018-06-15,48500,48700,47650,47650,17080892
2018-06-18,47600,47650,46200,46600,16661870
2018-06-19,47200,47350,46500,47000,15217971
2018-06-20,47450,47600,46850,47000,12959316
2018-06-21,47900,47900,47050,47050,10015541
2018-06-22,47000,47250,46200,47250,10298006
2018-06-25,47050,47050,46150,46650,10587711
2018-06-26,45900,47300,45900,47000,11223166
2018-06-27,47450,48500,47000,47950,15274752
2018-06-28,46850,47150,46600,46800,12784800
2018-06-29,46250,47150,46200,46650,14099635
2018-07-02,46500,47150,45500,45550,13112253
2018-07-03,45750,46450,45750,46150,10959655
2018-07-04,46700,47050,46050,46250,8776763
2018-07-05,46100,46550,45600,45950,7039773
2018-07-06,45500,45850,44650,44900,17843706
2018-07-09,45500,46100,45200,45600,11602464
2018-07-10,46200,46550,46100,46300,10528665
2018-07-11,46400,46450,45400,46000,11224077
2018-07-12,45900,46250,45450,45500,11828104
2018-07-13,45800,46500,45750,46500,11543389
2018-07-16,46800,46800,46000,46050,7678719
2018-07-17,46150,46200,45600,45850,8892953
2018-07-18,46700,47200,46450,46550,10952645
2018-07-19,47050,47200,46600,46900,9880128
2018-07-20,47000,47600,46700,47450,10474547
2018-07-23,47100,47200,46150,46500,10823782
2018-07-24,46350,46600,45950,46150,8261363
2018-07-25,46250,46550,45900,46150,7222471
2018-07-26,46100,47000,46000,46900,7374946
2018-07-27,46450,47000,46450,46900,4762460
2018-07-30,46550,46800,46350,46500,5723035
2018-07-31,46200,46450,46000,46250,8033607
2018-08-01,46050,46850,46050,46550,7484499
2018-08-02,46550,46800,45500,45550,8560924
2018-08-03,45850,45900,45450,45750,7444074
